content,intent,Intent_number
"My task is, flattering data from a perticular column values.That column may contain dictionaries or list",need_help,23
"I almost have done for the columns which have each row dictionary. But the problem with the column &quot;milestone&quot; is, it has None values also. Due to this I am not able to get how to do ",need_help,23
"If you didn&apos;t understand my problem let me know, I send pics",O,4
It is given as homework in the last session ,O,4
"Hi respected support members. I need suggestions/help related laptop configuration to buy new one which can handle huge applications in data science with in range of 60,000.",need_help,23
I have seen Dell Inspiron 5000 5491 model but that is i3 with 4GB/1TB HDD/256 SSD/...,need_help,23
Is that good to buy..?,O,4
My range is 60K,O,4
<partlist type=missed alt= callId=3f3034c4-f356-4719-9f5b-70d830eb602f><part identity=muralispaiitm><name>MURALI</name></part><part identity=live:.cid.4933a22bf564744><name>support@ineuron.ai</name></part></partlist>,O,4
Dell Inspiron 5000 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 5491 2 in 1 Laptop<a href=https://dl.flipkart.com/dl/dell-inspiron-5000-core-i3-10th-gen-4-gb-256-gb-ssd-windows-10-home-5491-2-1-laptop/p/itm878c31b82f09f?pid=COMFR2Y3GYST8ADK&amp;cmpid=product.share.pp>https://dl.flipkart.com/dl/dell-inspiron-5000-core-i3-10th-gen-4-gb-256-gb-ssd-windows-10-home-5491-2-1-laptop/p/itm878c31b82f09f?pid=COMFR2Y3GYST8ADK&amp;cmpid=product.share.pp</a>,O,4
Sure,good_bye,17
I also need 2in1 laptop..,O,4
With pen..,O,4
Hi support team. I have doubt regarding MODULE in python.,need_help,23
"How do we write, save, access python modules into Jupiter notebook?",need_help,23
Sure thank you..,Thank_you,8
Now I am practicing TRY and EXCEPTION Handling concept.I would like to see all the predefined built-in error names. How can I do this?,Exception_builtin_errors,54
Okay sure thank you.,Thank_you,8
Hi dear support team,Greetings,0
I am struck while installing MySQL,mysql_installation,80
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d8-4da32435239a7239684e738ae4681235 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d8-4da32435239a7239684e738ae4681235/views/imgt1_anim type=Picture.1 doc_id=0-sa-d8-4da32435239a7239684e738ae4681235 width=801 height=601>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-4da32435239a7239684e738ae4681235>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-4da32435239a7239684e738ae4681235</a><OriginalName v=image_2020_10_04T14_24_43_303Z.png></OriginalName><FileSize v=51867></FileSize><meta type=photo originalName=image_2020_10_04T14_24_43_303Z.png></meta></URIObject>",O,4
I followed the same but it is strucked in middle at that stage,need_help,23
Should I close that and reinstall again?,need_help,23
"If I close that, do i get any error while installing again?",need_help,23
That only I have done,O,4
before &quot;Next&quot; button &quot;Execute&quot; button is there right,O,4
I click &quot;Execute&quot; button,O,4
It has been installing all but it was struck at that stage in the picture I sent,O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-dd180045f80198e0001a2fb1c772f27d url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-dd180045f80198e0001a2fb1c772f27d/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-dd180045f80198e0001a2fb1c772f27d width=805 height=306>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-dd180045f80198e0001a2fb1c772f27d>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-dd180045f80198e0001a2fb1c772f27d</a><OriginalName v=image_2020_10_04T14_52_08_340Z.png></OriginalName><FileSize v=55726></FileSize><meta type=photo originalName=image_2020_10_04T14_52_08_340Z.png></meta></URIObject>",O,4
These all are installed,O,4
I will restart the system and reinstall again.,sure,18
Thanks,Thank_you,8
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d1-cd6daf8865651e6bba26fc73c264be39 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d1-cd6daf8865651e6bba26fc73c264be39/views/imgt1_anim type=Picture.1 doc_id=0-sa-d1-cd6daf8865651e6bba26fc73c264be39 width=634 height=215>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-cd6daf8865651e6bba26fc73c264be39>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-cd6daf8865651e6bba26fc73c264be39</a><OriginalName v=image_2020_10_05T02_52_33_748Z.png></OriginalName><FileSize v=28766></FileSize><meta type=photo originalName=image_2020_10_05T02_52_33_748Z.png></meta></URIObject>",O,4
I couldn&apos;t understand the question in Numpy Assignment ,assignment_numpy,44
It is really good and in detail explanation is shown in the output also.,great,19
Thank you,Thank_you,8
But I didn&apos;t ask the solution. I asked to clarify the question to understand.,need_help,23
Anyway thank you. This shows that how to write program to show clear and crisp output.,great,19
One more issue in installing MySQL,mysql_installation,80
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d8-e4b28ede68abba00edb3e775ca79b969 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d8-e4b28ede68abba00edb3e775ca79b969/views/imgt1_anim type=Picture.1 doc_id=0-sa-d8-e4b28ede68abba00edb3e775ca79b969 width=800 height=588>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-e4b28ede68abba00edb3e775ca79b969>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-e4b28ede68abba00edb3e775ca79b969</a><OriginalName v=image_2020_10_05T03_17_50_273Z.png></OriginalName><FileSize v=47193></FileSize><meta type=photo originalName=image_2020_10_05T03_17_50_273Z.png></meta></URIObject>",O,4
"Again I uninstall everything and reinstalling the MySQL application, but still it is struck there only.",mysql_installation,80
My system is 64 bit operating system.,O,4
Do I need to install 64 bit application?,O,4
Yes I did.,great,19
I deleted MySQL folders too,Thank_you,8
then installing.. but same issue.,need_help,23
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-b234a66f36c5672ed9f87a99150a8a18 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-b234a66f36c5672ed9f87a99150a8a18/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-b234a66f36c5672ed9f87a99150a8a18 width=803 height=604>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-b234a66f36c5672ed9f87a99150a8a18>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-b234a66f36c5672ed9f87a99150a8a18</a><OriginalName v=image_2020_10_05T03_30_28_763Z.png></OriginalName><FileSize v=63359></FileSize><meta type=photo originalName=image_2020_10_05T03_30_28_763Z.png></meta></URIObject>",O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d3-23eb794500b37c7f8cb553cf595aebfe url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d3-23eb794500b37c7f8cb553cf595aebfe/views/imgt1_anim type=Picture.1 doc_id=0-sa-d3-23eb794500b37c7f8cb553cf595aebfe width=801 height=600>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d3-23eb794500b37c7f8cb553cf595aebfe>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d3-23eb794500b37c7f8cb553cf595aebfe</a><OriginalName v=image_2020_10_05T03_31_50_627Z.png></OriginalName><FileSize v=58151></FileSize><meta type=photo originalName=image_2020_10_05T03_31_50_627Z.png></meta></URIObject>",O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-1712ab99b39fa48059b5d31b2e629115 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-1712ab99b39fa48059b5d31b2e629115/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-1712ab99b39fa48059b5d31b2e629115 width=801 height=600>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-1712ab99b39fa48059b5d31b2e629115>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-1712ab99b39fa48059b5d31b2e629115</a><OriginalName v=image_2020_10_05T03_32_57_054Z.png></OriginalName><FileSize v=58451></FileSize><meta type=photo originalName=image_2020_10_05T03_32_57_054Z.png></meta></URIObject>",O,4
Are these correct? I kept as default values like said in documentation file which is given by you.,need_help,23
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d6-2c642e8707f1e3985b18e33fecf6c195 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d6-2c642e8707f1e3985b18e33fecf6c195/views/imgt1_anim type=Picture.1 doc_id=0-sa-d6-2c642e8707f1e3985b18e33fecf6c195 width=925 height=606>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-2c642e8707f1e3985b18e33fecf6c195>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-2c642e8707f1e3985b18e33fecf6c195</a><OriginalName v=image_2020_10_05T03_36_45_094Z.png></OriginalName><FileSize v=71963></FileSize><meta type=photo originalName=image_2020_10_05T03_36_45_094Z.png></meta></URIObject>",O,4
Who told I downloaded other version,O,4
I downloaded the same as you mentioned in the document.,O,4
Okay,good_bye,17
May I know about you are giving this answer for what query ?,O,4
I am not understanding what&apos;s going on in the support team. I am really disappointing about your support.,sorry,24
I came to know in the morning itself that I understood that different persons are responding for the same issue..,sorry,24
"But I request you from my side, before giving solution for any query, kindly look back or ask us so that no confusion will be there.",sure,18
May I know one thing?Are you able to see my past queries here?<e_m a=muralispaiitm ts_ms=1601908638485 ts=1601908638 t=61></e_m>,need_help,23
May I know one thing?Are you able to see my past queries here?<e_m a=muralispaiitm ts_ms=1601908638485 ts=1601908638 t=61></e_m>,need_help,23
Okay,good_bye,17
Anyway now the issue was solved since I stopped the anti-virus.,great,19
"If any issue occurs while opening the MySQL file, I will ask here. Kindly solve the issue ASAP.",sure,18
Thank you,Thank_you,8
Hello Respected Support Team,Greetings,0
I am student of ML_Aug_29 Batch,batch_details,9
I would like to know little more details regarding internship,internship_query,37
Yes,Thank_you,8
I have few doubts needs to be clarified.,need_help,23
can I cal you,need_skype_call,20
Okay,good_bye,17
Yes sure sir,Thank_you,8
Give a min sir,sure,18
I call you,need_skype_call,20
Yes sure sir. I will,Thank_you,8
You have given valuable information to me. ,Thank_you,8
How can I contact you if I have any query or support or suggestion I need.,need_help,23
Because I like the way you guide me,Thank_you,8
This is my number Gowtham : 9036526141,user_number,7
Sure sir,Thank_you,8
thank you,Thank_you,8
Hello Sir/Madam,Greetings,0
Is it the right time to discuss? ,need_help,23
 I was facing this issue in zoom video call yesterday ,need_help,23
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-ad5f1b54d45f78404eced11daa255b5b url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-ad5f1b54d45f78404eced11daa255b5b/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-ad5f1b54d45f78404eced11daa255b5b width=1157.9076923076923 height=2048>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-ad5f1b54d45f78404eced11daa255b5b>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-ad5f1b54d45f78404eced11daa255b5b</a><OriginalName v=1598889158029.JPEG></OriginalName><FileSize v=21770></FileSize><meta type=photo originalName=1598889158029.JPEG></meta></URIObject>",O,4
I tried again today to test myself with a different login meetup,O,4
It showed up the same problem ,need_help,23
And when I got connected to mobile then while raising the hand I was unable to ask doubt,need_help,23
I am new to the zoom call,need_help,23
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d2-b495ac6c86525772bc4283e485d5c499 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-b495ac6c86525772bc4283e485d5c499/views/thumbnail type=Video.1 doc_id=0-sa-d2-b495ac6c86525772bc4283e485d5c499 width=720 height=1280>To view this shared video, go to: <a href=https://login.skype.com/login/sso?go=webclient.xmm&amp;docid=0-sa-d2-b495ac6c86525772bc4283e485d5c499>https://login.skype.com/login/sso?go=webclient.xmm&amp;docid=0-sa-d2-b495ac6c86525772bc4283e485d5c499</a><OriginalName v=video7204ccee-877c-440a-8bc4-0f1645ebc6aevideo.mp4></OriginalName><FileSize v=2455616></FileSize></URIObject>",O,4
Will give a try ,sure,18
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-4ae6b93a99e8adb9f219be339e833049 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-4ae6b93a99e8adb9f219be339e833049/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-4ae6b93a99e8adb9f219be339e833049 width=1152.4501758499414 height=2048>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-4ae6b93a99e8adb9f219be339e833049>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-4ae6b93a99e8adb9f219be339e833049</a><OriginalName v=1598890006494.JPEG></OriginalName><FileSize v=46800></FileSize><meta type=photo originalName=1598890006494.JPEG></meta></URIObject>",O,4
I am getting this issue Repeatedly ,need_help,23
Yes Sir for windows desktop ,O,4
In mobile it&apos;s fine...  But it&apos;s painful for two hours to watch the details in the mobile ,O,4
On the first day I had clicked launch meeting in the website and it showed the video call,need_help,23
That&apos;s the only difficulty I am facing ,need_help,23
As I showed you in the video proof,O,4
I cleared the cache also as it was suggested but then also it&apos;s the same problem ,need_help,23
I did that also But same issue,need_help,23
I downloaded zoom in my iPad with different user then also it didn&apos;t work ,need_help,23
Then I have to listen to the session without asking the doubts and next day watch the video and ask doubts to the support team here,need_help,23
I will check if I can connect with the registered email which is with canvas,sure,18
Home,O,4
I am a housewife ,O,4
Good Afternoon Sir.  Do we have python community class tonight at 9:15pm ?,community_class,1
Thank you sir,Thank_you,8
Good Morning Sir.. I had missed Sunday&apos;s (6th Sept 2020) class? ,need_help,23
I do not find the recording in the canvas inbox ,recordings_not_avilable,13
Okay,good_bye,17
And yesterday night python community class was not there due to delay of tableau class,community_class,1
Or did I miss the timing as it was not compiled in the list,need_help,23
Okay Sir,good_bye,17
Was there any assignment assigned in the last class? ,assignment_doubt,30
Pandas ,O,4
Data analysis heading topics,need_help,23
No sir... The canvas class,O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-3d4094ecf41401fbeb3f98c79eac7c22 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-3d4094ecf41401fbeb3f98c79eac7c22/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-3d4094ecf41401fbeb3f98c79eac7c22 width=2048 height=1536>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-3d4094ecf41401fbeb3f98c79eac7c22>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-3d4094ecf41401fbeb3f98c79eac7c22</a><OriginalName v=1599631765773.JPEG></OriginalName><FileSize v=30217></FileSize><meta type=photo originalName=1599631765773.JPEG></meta></URIObject>",O,4
This one is for the community class or the canvas class purpose because in the community class python is going on and in separate here pandas,community_class,1
Audio call is fine,O,4
Thank you sir,Thank_you,8
Good evening sir,Greetings,0
I am student of ML 29th August batch...  Today doubt clearing session is at 8pm or 10 pm?  There are two mails in canvas in which one is 8pm and another is 10 pm.  But in my gmail it is 8 pm,doubt_clear_session,27
Okay,good_bye,17
And the last class recording is not yet posted in the canvas inbox ,recordings_not_avilable,13
If it&apos;s possible to upload then I can relate to the doubts whatever the other students ask,need_help,23
Okay...  ,good_bye,17
What was the topic sir. ,need_help,23
Sorry to bother so much ,Thank_you,8
Good Afternoon Sir ,Greetings,0
I have a problem in opening a Github page in repository ,github,78
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-9f41347cdb3f1638caec01f9484cfa71 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-9f41347cdb3f1638caec01f9484cfa71/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-9f41347cdb3f1638caec01f9484cfa71 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-9f41347cdb3f1638caec01f9484cfa71>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-9f41347cdb3f1638caec01f9484cfa71</a><OriginalName v=1599806748022.JPEG></OriginalName><FileSize v=72982></FileSize><meta type=photo originalName=1599806748022.JPEG></meta></URIObject>",O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-aef7616a7357953101a332b74542aa86 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-aef7616a7357953101a332b74542aa86/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-aef7616a7357953101a332b74542aa86 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-aef7616a7357953101a332b74542aa86>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-aef7616a7357953101a332b74542aa86</a><OriginalName v=1599806793387.JPEG></OriginalName><FileSize v=58981></FileSize><meta type=photo originalName=1599806793387.JPEG></meta></URIObject>",O,4
Till here all fine...  Only the email processing is not happening ,need_help,23
Yes,Thank_you,8
I was going through the class recording and trying to start the assignments..  I was just going through basics of python installation and all..  ,need_help,23
I was watching pandas classes in my iPad . I thought of starting assignments from python so I was watching the canvas video of our batch...  I was looking how to proceed github,assignment_doubt,30
Thank you sir,Thank_you,8
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-0b303564915898f014421384fd7222de url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-0b303564915898f014421384fd7222de/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-0b303564915898f014421384fd7222de width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-0b303564915898f014421384fd7222de>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-0b303564915898f014421384fd7222de</a><OriginalName v=1599808929490.JPEG></OriginalName><FileSize v=56772></FileSize><meta type=photo originalName=1599808929490.JPEG></meta></URIObject>",O,4
Thank you sir,Thank_you,8
I have followed the instructions and it got matched with the video,great,19
We have to save assignment in public or private? ,assignment_submittion,15
Okay,good_bye,17
Thank you ,Thank_you,8
Hi,Greetings,0
I have a doubt in python class 2 in canvas of old recording ,need_help,23
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d1-769ff3b120877fda9f73c934179f109d url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d1-769ff3b120877fda9f73c934179f109d/views/imgt1_anim type=Picture.1 doc_id=0-sa-d1-769ff3b120877fda9f73c934179f109d width=1152.4501758499414 height=2048>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-769ff3b120877fda9f73c934179f109d>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-769ff3b120877fda9f73c934179f109d</a><OriginalName v=1600254273373.JPEG></OriginalName><FileSize v=28781></FileSize><meta type=photo originalName=1600254273373.JPEG></meta></URIObject>",O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d8-8b8632a4cee0ba2508a30bd19e2a700a url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d8-8b8632a4cee0ba2508a30bd19e2a700a/views/imgt1_anim type=Picture.1 doc_id=0-sa-d8-8b8632a4cee0ba2508a30bd19e2a700a width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-8b8632a4cee0ba2508a30bd19e2a700a>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-8b8632a4cee0ba2508a30bd19e2a700a</a><OriginalName v=1600254295604.JPEG></OriginalName><FileSize v=42902></FileSize><meta type=photo originalName=1600254295604.JPEG></meta></URIObject>",O,4
I am unable to execute the code,code_error,55
I have typed the same way.  ,O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d6-bfcf4274a373ca806002c161fbd89806 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d6-bfcf4274a373ca806002c161fbd89806/views/imgt1_anim type=Picture.1 doc_id=0-sa-d6-bfcf4274a373ca806002c161fbd89806 width=1152.4501758499414 height=2048>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-bfcf4274a373ca806002c161fbd89806>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-bfcf4274a373ca806002c161fbd89806</a><OriginalName v=1600255175299.JPEG></OriginalName><FileSize v=36354></FileSize><meta type=photo originalName=1600255175299.JPEG></meta></URIObject>",O,4
This is what I get It&apos;s showing name error ,need_help,23
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-fa5f073cd016b1256ff061e47cc285e7 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-fa5f073cd016b1256ff061e47cc285e7/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-fa5f073cd016b1256ff061e47cc285e7 width=1152.4501758499414 height=2048>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-fa5f073cd016b1256ff061e47cc285e7>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-fa5f073cd016b1256ff061e47cc285e7</a><OriginalName v=1600255473428.JPEG></OriginalName><FileSize v=33408></FileSize><meta type=photo originalName=1600255473428.JPEG></meta></URIObject>",O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-ca964f6c11abcf5f710956ca1ba7c138 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-ca964f6c11abcf5f710956ca1ba7c138/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-ca964f6c11abcf5f710956ca1ba7c138 width=1152.4501758499414 height=2048>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-ca964f6c11abcf5f710956ca1ba7c138>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-ca964f6c11abcf5f710956ca1ba7c138</a><OriginalName v=1600255538377.JPEG></OriginalName><FileSize v=37518></FileSize><meta type=photo originalName=1600255538377.JPEG></meta></URIObject>",O,4
Thank you sir ,Thank_you,8
It&apos;s working now,great,19
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-d1cc3e0f24d408ba7d2251f95d9ac37a url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-d1cc3e0f24d408ba7d2251f95d9ac37a/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-d1cc3e0f24d408ba7d2251f95d9ac37a width=2048 height=1152.4501758499414>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-d1cc3e0f24d408ba7d2251f95d9ac37a>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-d1cc3e0f24d408ba7d2251f95d9ac37a</a><OriginalName v=1600256154306.JPEG></OriginalName><FileSize v=36719></FileSize><meta type=photo originalName=1600256154306.JPEG></meta></URIObject>",O,4
Session is interesting and I am liking python ,great,19
Yes,Thank_you,8
I am sorry for posting silly issues..  I was engrossed in the code that I couldn&apos;t locate for the mistake,Thank_you,8
Hi,Greetings,0
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d8-3360ceed3b06b359c36493b94ce366d3 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d8-3360ceed3b06b359c36493b94ce366d3/views/imgt1_anim type=Picture.1 doc_id=0-sa-d8-3360ceed3b06b359c36493b94ce366d3 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-3360ceed3b06b359c36493b94ce366d3>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-3360ceed3b06b359c36493b94ce366d3</a><OriginalName v=1600515371604.JPEG></OriginalName><FileSize v=104134></FileSize><meta type=photo originalName=1600515371604.JPEG></meta></URIObject>",O,4
Today I was trying to practice pandas To open it and I followed the video. Have I done anywhere wrong,need_help,23
Understood ,great,19
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-4a11cf7bec0c07bb8682b34d8b1bd8a5 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-4a11cf7bec0c07bb8682b34d8b1bd8a5/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-4a11cf7bec0c07bb8682b34d8b1bd8a5 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-4a11cf7bec0c07bb8682b34d8b1bd8a5>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-4a11cf7bec0c07bb8682b34d8b1bd8a5</a><OriginalName v=1600515523179.JPEG></OriginalName><FileSize v=59215></FileSize><meta type=photo originalName=1600515523179.JPEG></meta></URIObject>",O,4
How to convert this in Jupiter notebook,need_help,23
Sure,good_bye,17
Audio,O,4
Hi sir,Greetings,0
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d6-ebee8a96cf764acbb64532f52180fb54 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d6-ebee8a96cf764acbb64532f52180fb54/views/imgt1_anim type=Picture.1 doc_id=0-sa-d6-ebee8a96cf764acbb64532f52180fb54 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-ebee8a96cf764acbb64532f52180fb54>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-ebee8a96cf764acbb64532f52180fb54</a><OriginalName v=1600610308188.JPEG></OriginalName><FileSize v=82686></FileSize><meta type=photo originalName=1600610308188.JPEG></meta></URIObject>",O,4
In today&apos;s live class I was practicing.  ,need_help,23
I was trying to save It showed this ,O,4
Thank you. ,Thank_you,8
Hi Sir,Greetings,0
I am facing a problem in the assignment ,assignment_doubt,30
Python Assignment no.  3,assignment_python,50
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d6-515a61abb00742745203cdbd121eb0b2 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d6-515a61abb00742745203cdbd121eb0b2/views/imgt1_anim type=Picture.1 doc_id=0-sa-d6-515a61abb00742745203cdbd121eb0b2 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-515a61abb00742745203cdbd121eb0b2>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-515a61abb00742745203cdbd121eb0b2</a><OriginalName v=1600843612173.JPEG></OriginalName><FileSize v=41845></FileSize><meta type=photo originalName=1600843612173.JPEG></meta></URIObject>",O,4
Q. 2,O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d8-25da995f8c7396d4a79be6d83e572786 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d8-25da995f8c7396d4a79be6d83e572786/views/imgt1_anim type=Picture.1 doc_id=0-sa-d8-25da995f8c7396d4a79be6d83e572786 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-25da995f8c7396d4a79be6d83e572786>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-25da995f8c7396d4a79be6d83e572786</a><OriginalName v=1600843651940.JPEG></OriginalName><FileSize v=55605></FileSize><meta type=photo originalName=1600843651940.JPEG></meta></URIObject>",O,4
For first I understood  Second is not happening out,O,4
